areaCode,areaName,areaType,date,age,VaccineRegisterPopulationByVaccinationDate,cumPeopleVaccinatedCompleteByVaccinationDate,newPeopleVaccinatedCompleteByVaccinationDate,cumPeopleVaccinatedFirstDoseByVaccinationDate,newPeopleVaccinatedFirstDoseByVaccinationDate,cumPeopleVaccinatedSecondDoseByVaccinationDate,newPeopleVaccinatedSecondDoseByVaccinationDate,cumVaccinationFirstDoseUptakeByVaccinationDatePercentage,cumVaccinationCompleteCoverageByVaccinationDatePercentage,cumVaccinationSecondDoseUptakeByVaccinationDatePercentage
E92000001,England,nation,2021-07-09,18_24,5229280.0,827078.0,5502.0,2873791.0,34891.0,827078.0,5502.0,55.0,15.8,15.8
E92000001,England,nation,2021-07-09,25_29,4437652.0,877020.0,8039.0,2528586.0,14355.0,877020.0,8039.0,57.0,19.8,19.8
E92000001,England,nation,2021-07-09,30_34,4744796.0,1148535.0,13269.0,2922720.0,8355.0,1148535.0,13269.0,61.6,24.2,24.2
E92000001,England,nation,2021-07-09,35_39,4552381.0,1423616.0,27627.0,3050447.0,5747.0,1423616.0,27627.0,67.0,31.3,31.3
E92000001,England,nation,2021-07-09,40_44,4121288.0,2115973.0,39106.0,3064793.0,2932.0,2115973.0,39106.0,74.4,51.3,51.3
E92000001,England,nation,2021-07-09,45_49,3996824.0,2640694.0,34431.0,3220068.0,1918.0,2640694.0,34431.0,80.6,66.1,66.1
E92000001,England,nation,2021-07-09,50_54,4224084.0,3417755.0,3699.0,3617045.0,1060.0,3417755.0,3699.0,85.6,80.9,80.9
E92000001,England,nation,2021-07-09,55_59,4075817.0,3433306.0,2295.0,3596705.0,712.0,3433306.0,2295.0,88.2,84.2,84.2
E92000001,England,nation,2021-07-09,60_64,3449874.0,3002066.0,1257.0,3112075.0,439.0,3002066.0,1257.0,90.2,87.0,87.0
E92000001,England,nation,2021-07-09,65_69,2890250.0,2607490.0,613.0,2664567.0,223.0,2607490.0,613.0,92.2,90.2,90.2
E92000001,England,nation,2021-07-09,70_74,2872277.0,2671724.0,301.0,2711871.0,135.0,2671724.0,301.0,94.4,93.0,93.0
E92000001,England,nation,2021-07-09,75_79,2078271.0,1955695.0,187.0,1983179.0,91.0,1955695.0,187.0,95.4,94.1,94.1
E92000001,England,nation,2021-07-09,80_84,1438100.0,1346681.0,114.0,1373662.0,45.0,1346681.0,114.0,95.5,93.6,93.6
E92000001,England,nation,2021-07-09,85_89,869600.0,811819.0,72.0,830705.0,15.0,811819.0,72.0,95.5,93.4,93.4
E92000001,England,nation,2021-07-09,90+,487806.0,446105.0,36.0,458381.0,14.0,446105.0,36.0,94.0,91.5,91.5
E92000001,England,nation,2021-07-08,18_24,5229280.0,821576.0,5617.0,2838900.0,41389.0,821576.0,5617.0,54.3,15.7,15.7
E92000001,England,nation,2021-07-08,25_29,4437652.0,868981.0,7389.0,2514231.0,14073.0,868981.0,7389.0,56.7,19.6,19.6
E92000001,England,nation,2021-07-08,30_34,4744796.0,1135266.0,13308.0,2914365.0,8263.0,1135266.0,13308.0,61.4,23.9,23.9
E92000001,England,nation,2021-07-08,35_39,4552381.0,1395989.0,27120.0,3044700.0,5667.0,1395989.0,27120.0,66.9,30.7,30.7
E92000001,England,nation,2021-07-08,40_44,4121288.0,2076867.0,38789.0,3061861.0,2836.0,2076867.0,38789.0,74.3,50.4,50.4
E92000001,England,nation,2021-07-08,45_49,3996824.0,2606263.0,30288.0,3218150.0,1842.0,2606263.0,30288.0,80.5,65.2,65.2
E92000001,England,nation,2021-07-08,50_54,4224084.0,3414056.0,3467.0,3615985.0,1096.0,3414056.0,3467.0,85.6,80.8,80.8
E92000001,England,nation,2021-07-08,55_59,4075817.0,3431011.0,2319.0,3595993.0,732.0,3431011.0,2319.0,88.2,84.2,84.2
E92000001,England,nation,2021-07-08,60_64,3449874.0,3000809.0,1337.0,3111636.0,419.0,3000809.0,1337.0,90.2,87.0,87.0
E92000001,England,nation,2021-07-08,65_69,2890250.0,2606877.0,694.0,2664344.0,276.0,2606877.0,694.0,92.2,90.2,90.2
E92000001,England,nation,2021-07-08,70_74,2872277.0,2671423.0,352.0,2711736.0,163.0,2671423.0,352.0,94.4,93.0,93.0
E92000001,England,nation,2021-07-08,75_79,2078271.0,1955508.0,243.0,1983088.0,68.0,1955508.0,243.0,95.4,94.1,94.1
E92000001,England,nation,2021-07-08,80_84,1438100.0,1346567.0,150.0,1373617.0,32.0,1346567.0,150.0,95.5,93.6,93.6
E92000001,England,nation,2021-07-08,85_89,869600.0,811747.0,95.0,830690.0,34.0,811747.0,95.0,95.5,93.3,93.3
E92000001,England,nation,2021-07-08,90+,487806.0,446069.0,74.0,458367.0,11.0,446069.0,74.0,94.0,91.4,91.4
E92000001,England,nation,2021-07-07,18_24,5229280.0,815959.0,4886.0,2797511.0,36069.0,815959.0,4886.0,53.5,15.6,15.6
E92000001,England,nation,2021-07-07,25_29,4437652.0,861592.0,6981.0,2500158.0,12711.0,861592.0,6981.0,56.3,19.4,19.4
E92000001,England,nation,2021-07-07,30_34,4744796.0,1121958.0,13042.0,2906102.0,7521.0,1121958.0,13042.0,61.2,23.6,23.6
E92000001,England,nation,2021-07-07,35_39,4552381.0,1368869.0,24511.0,3039033.0,4854.0,1368869.0,24511.0,66.8,30.1,30.1
E92000001,England,nation,2021-07-07,40_44,4121288.0,2038078.0,35144.0,3059025.0,2444.0,2038078.0,35144.0,74.2,49.5,49.5
E92000001,England,nation,2021-07-07,45_49,3996824.0,2575975.0,31395.0,3216308.0,1708.0,2575975.0,31395.0,80.5,64.5,64.5
E92000001,England,nation,2021-07-07,50_54,4224084.0,3410589.0,3266.0,3614889.0,928.0,3410589.0,3266.0,85.6,80.7,80.7
E92000001,England,nation,2021-07-07,55_59,4075817.0,3428692.0,2144.0,3595261.0,646.0,3428692.0,2144.0,88.2,84.1,84.1
E92000001,England,nation,2021-07-07,60_64,3449874.0,2999472.0,1178.0,3111217.0,389.0,2999472.0,1178.0,90.2,86.9,86.9
E92000001,England,nation,2021-07-07,65_69,2890250.0,2606183.0,644.0,2664068.0,194.0,2606183.0,644.0,92.2,90.2,90.2
E92000001,England,nation,2021-07-07,70_74,2872277.0,2671071.0,308.0,2711573.0,123.0,2671071.0,308.0,94.4,93.0,93.0
E92000001,England,nation,2021-07-07,75_79,2078271.0,1955265.0,244.0,1983020.0,65.0,1955265.0,244.0,95.4,94.1,94.1
E92000001,England,nation,2021-07-07,80_84,1438100.0,1346417.0,168.0,1373585.0,45.0,1346417.0,168.0,95.5,93.6,93.6
E92000001,England,nation,2021-07-07,85_89,869600.0,811652.0,121.0,830656.0,27.0,811652.0,121.0,95.5,93.3,93.3
E92000001,England,nation,2021-07-07,90+,487806.0,445995.0,90.0,458356.0,14.0,445995.0,90.0,94.0,91.4,91.4
E92000001,England,nation,2021-07-06,18_24,5229280.0,811073.0,3665.0,2761442.0,36653.0,811073.0,3665.0,52.8,15.5,15.5
E92000001,England,nation,2021-07-06,25_29,4437652.0,854611.0,4205.0,2487447.0,11793.0,854611.0,4205.0,56.0,19.3,19.3
E92000001,England,nation,2021-07-06,30_34,4744796.0,1108916.0,8027.0,2898581.0,6605.0,1108916.0,8027.0,61.1,23.4,23.4
E92000001,England,nation,2021-07-06,35_39,4552381.0,1344358.0,15081.0,3034179.0,4383.0,1344358.0,15081.0,66.7,29.5,29.5
E92000001,England,nation,2021-07-06,40_44,4121288.0,2002934.0,34466.0,3056581.0,2152.0,2002934.0,34466.0,74.2,48.6,48.6
E92000001,England,nation,2021-07-06,45_49,3996824.0,2544580.0,32094.0,3214600.0,1529.0,2544580.0,32094.0,80.4,63.7,63.7
E92000001,England,nation,2021-07-06,50_54,4224084.0,3407323.0,3071.0,3613961.0,832.0,3407323.0,3071.0,85.6,80.7,80.7
E92000001,England,nation,2021-07-06,55_59,4075817.0,3426548.0,2003.0,3594615.0,566.0,3426548.0,2003.0,88.2,84.1,84.1
E92000001,England,nation,2021-07-06,60_64,3449874.0,2998294.0,1121.0,3110828.0,339.0,2998294.0,1121.0,90.2,86.9,86.9
E92000001,England,nation,2021-07-06,65_69,2890250.0,2605539.0,573.0,2663874.0,179.0,2605539.0,573.0,92.2,90.2,90.2
E92000001,England,nation,2021-07-06,70_74,2872277.0,2670763.0,309.0,2711450.0,91.0,2670763.0,309.0,94.4,93.0,93.0
E92000001,England,nation,2021-07-06,75_79,2078271.0,1955021.0,191.0,1982955.0,49.0,1955021.0,191.0,95.4,94.1,94.1
E92000001,England,nation,2021-07-06,80_84,1438100.0,1346249.0,103.0,1373540.0,35.0,1346249.0,103.0,95.5,93.6,93.6
E92000001,England,nation,2021-07-06,85_89,869600.0,811531.0,77.0,830629.0,18.0,811531.0,77.0,95.5,93.3,93.3
E92000001,England,nation,2021-07-06,90+,487806.0,445905.0,53.0,458342.0,13.0,445905.0,53.0,94.0,91.4,91.4
E92000001,England,nation,2021-07-05,18_24,5229280.0,807408.0,2510.0,2724789.0,31832.0,807408.0,2510.0,52.1,15.4,15.4
E92000001,England,nation,2021-07-05,25_29,4437652.0,850406.0,2964.0,2475654.0,10649.0,850406.0,2964.0,55.8,19.2,19.2
E92000001,England,nation,2021-07-05,30_34,4744796.0,1100889.0,5066.0,2891976.0,5516.0,1100889.0,5066.0,61.0,23.2,23.2
E92000001,England,nation,2021-07-05,35_39,4552381.0,1329277.0,8676.0,3029796.0,3459.0,1329277.0,8676.0,66.5,29.2,29.2
E92000001,England,nation,2021-07-05,40_44,4121288.0,1968468.0,41556.0,3054429.0,1753.0,1968468.0,41556.0,74.1,47.8,47.8
E92000001,England,nation,2021-07-05,45_49,3996824.0,2512486.0,36224.0,3213071.0,1216.0,2512486.0,36224.0,80.4,62.9,62.9
E92000001,England,nation,2021-07-05,50_54,4224084.0,3404252.0,2936.0,3613129.0,715.0,3404252.0,2936.0,85.5,80.6,80.6
E92000001,England,nation,2021-07-05,55_59,4075817.0,3424545.0,1891.0,3594049.0,435.0,3424545.0,1891.0,88.2,84.0,84.0
E92000001,England,nation,2021-07-05,60_64,3449874.0,2997173.0,934.0,3110489.0,241.0,2997173.0,934.0,90.2,86.9,86.9
E92000001,England,nation,2021-07-05,65_69,2890250.0,2604966.0,483.0,2663695.0,145.0,2604966.0,483.0,92.2,90.1,90.1
E92000001,England,nation,2021-07-05,70_74,2872277.0,2670454.0,231.0,2711359.0,73.0,2670454.0,231.0,94.4,93.0,93.0
E92000001,England,nation,2021-07-05,75_79,2078271.0,1954830.0,129.0,1982906.0,39.0,1954830.0,129.0,95.4,94.1,94.1
E92000001,England,nation,2021-07-05,80_84,1438100.0,1346146.0,92.0,1373505.0,26.0,1346146.0,92.0,95.5,93.6,93.6
E92000001,England,nation,2021-07-05,85_89,869600.0,811454.0,61.0,830611.0,13.0,811454.0,61.0,95.5,93.3,93.3
E92000001,England,nation,2021-07-05,90+,487806.0,445852.0,41.0,458329.0,8.0,445852.0,41.0,94.0,91.4,91.4
E92000001,England,nation,2021-07-04,18_24,5229280.0,804898.0,2522.0,2692957.0,35276.0,804898.0,2522.0,51.5,15.4,15.4
E92000001,England,nation,2021-07-04,25_29,4437652.0,847442.0,2988.0,2465005.0,10627.0,847442.0,2988.0,55.5,19.1,19.1
E92000001,England,nation,2021-07-04,30_34,4744796.0,1095823.0,5941.0,2886460.0,5628.0,1095823.0,5941.0,60.8,23.1,23.1
E92000001,England,nation,2021-07-04,35_39,4552381.0,1320601.0,9951.0,3026337.0,3505.0,1320601.0,9951.0,66.5,29.0,29.0
E92000001,England,nation,2021-07-04,40_44,4121288.0,1926912.0,29877.0,3052676.0,1681.0,1926912.0,29877.0,74.1,46.8,46.8
E92000001,England,nation,2021-07-04,45_49,3996824.0,2476262.0,28586.0,3211855.0,1168.0,2476262.0,28586.0,80.4,62.0,62.0
E92000001,England,nation,2021-07-04,50_54,4224084.0,3401316.0,2421.0,3612414.0,633.0,3401316.0,2421.0,85.5,80.5,80.5
E92000001,England,nation,2021-07-04,55_59,4075817.0,3422654.0,1457.0,3593614.0,396.0,3422654.0,1457.0,88.2,84.0,84.0
E92000001,England,nation,2021-07-04,60_64,3449874.0,2996239.0,745.0,3110248.0,230.0,2996239.0,745.0,90.2,86.8,86.8
E92000001,England,nation,2021-07-04,65_69,2890250.0,2604483.0,351.0,2663550.0,106.0,2604483.0,351.0,92.2,90.1,90.1
E92000001,England,nation,2021-07-04,70_74,2872277.0,2670223.0,152.0,2711286.0,59.0,2670223.0,152.0,94.4,93.0,93.0
E92000001,England,nation,2021-07-04,75_79,2078271.0,1954701.0,88.0,1982867.0,35.0,1954701.0,88.0,95.4,94.0,94.0
E92000001,England,nation,2021-07-04,80_84,1438100.0,1346054.0,52.0,1373479.0,12.0,1346054.0,52.0,95.5,93.6,93.6
E92000001,England,nation,2021-07-04,85_89,869600.0,811393.0,26.0,830598.0,9.0,811393.0,26.0,95.5,93.3,93.3
E92000001,England,nation,2021-07-04,90+,487806.0,445811.0,12.0,458321.0,5.0,445811.0,12.0,94.0,91.4,91.4
E92000001,England,nation,2021-07-03,18_24,5229280.0,802376.0,6373.0,2657681.0,68370.0,802376.0,6373.0,50.8,15.3,15.3
E92000001,England,nation,2021-07-03,25_29,4437652.0,844454.0,6850.0,2454378.0,20959.0,844454.0,6850.0,55.3,19.0,19.0
E92000001,England,nation,2021-07-03,30_34,4744796.0,1089882.0,13531.0,2880832.0,11243.0,1089882.0,13531.0,60.7,23.0,23.0
E92000001,England,nation,2021-07-03,35_39,4552381.0,1310650.0,23560.0,3022832.0,7397.0,1310650.0,23560.0,66.4,28.8,28.8
E92000001,England,nation,2021-07-03,40_44,4121288.0,1897035.0,54723.0,3050995.0,3688.0,1897035.0,54723.0,74.0,46.0,46.0
E92000001,England,nation,2021-07-03,45_49,3996824.0,2447676.0,48791.0,3210687.0,2607.0,2447676.0,48791.0,80.3,61.2,61.2
E92000001,England,nation,2021-07-03,50_54,4224084.0,3398895.0,5464.0,3611781.0,1436.0,3398895.0,5464.0,85.5,80.5,80.5
E92000001,England,nation,2021-07-03,55_59,4075817.0,3421197.0,3558.0,3593218.0,922.0,3421197.0,3558.0,88.2,83.9,83.9
E92000001,England,nation,2021-07-03,60_64,3449874.0,2995494.0,1740.0,3110018.0,529.0,2995494.0,1740.0,90.2,86.8,86.8
E92000001,England,nation,2021-07-03,65_69,2890250.0,2604132.0,846.0,2663444.0,279.0,2604132.0,846.0,92.2,90.1,90.1
E92000001,England,nation,2021-07-03,70_74,2872277.0,2670071.0,374.0,2711227.0,136.0,2670071.0,374.0,94.4,93.0,93.0
E92000001,England,nation,2021-07-03,75_79,2078271.0,1954613.0,189.0,1982832.0,83.0,1954613.0,189.0,95.4,94.0,94.0
E92000001,England,nation,2021-07-03,80_84,1438100.0,1346002.0,137.0,1373467.0,49.0,1346002.0,137.0,95.5,93.6,93.6
E92000001,England,nation,2021-07-03,85_89,869600.0,811367.0,86.0,830589.0,17.0,811367.0,86.0,95.5,93.3,93.3
E92000001,England,nation,2021-07-03,90+,487806.0,445799.0,50.0,458316.0,9.0,445799.0,50.0,94.0,91.4,91.4
E92000001,England,nation,2021-07-02,18_24,5229280.0,796003.0,4307.0,2589311.0,55867.0,796003.0,4307.0,49.5,15.2,15.2
E92000001,England,nation,2021-07-02,25_29,4437652.0,837604.0,4833.0,2433419.0,18797.0,837604.0,4833.0,54.8,18.9,18.9
E92000001,England,nation,2021-07-02,30_34,4744796.0,1076351.0,9673.0,2869589.0,9688.0,1076351.0,9673.0,60.5,22.7,22.7
E92000001,England,nation,2021-07-02,35_39,4552381.0,1287090.0,16297.0,3015435.0,6197.0,1287090.0,16297.0,66.2,28.3,28.3
E92000001,England,nation,2021-07-02,40_44,4121288.0,1842312.0,45322.0,3047307.0,2895.0,1842312.0,45322.0,73.9,44.7,44.7
E92000001,England,nation,2021-07-02,45_49,3996824.0,2398885.0,43792.0,3208080.0,2019.0,2398885.0,43792.0,80.3,60.0,60.0
E92000001,England,nation,2021-07-02,50_54,4224084.0,3393431.0,4957.0,3610345.0,1104.0,3393431.0,4957.0,85.5,80.3,80.3
E92000001,England,nation,2021-07-02,55_59,4075817.0,3417639.0,3172.0,3592296.0,712.0,3417639.0,3172.0,88.1,83.8,83.8
E92000001,England,nation,2021-07-02,60_64,3449874.0,2993754.0,1689.0,3109489.0,433.0,2993754.0,1689.0,90.1,86.8,86.8
E92000001,England,nation,2021-07-02,65_69,2890250.0,2603286.0,834.0,2663165.0,244.0,2603286.0,834.0,92.1,90.1,90.1
E92000001,England,nation,2021-07-02,70_74,2872277.0,2669697.0,402.0,2711091.0,115.0,2669697.0,402.0,94.4,93.0,93.0
E92000001,England,nation,2021-07-02,75_79,2078271.0,1954424.0,248.0,1982749.0,83.0,1954424.0,248.0,95.4,94.0,94.0
E92000001,England,nation,2021-07-02,80_84,1438100.0,1345865.0,153.0,1373418.0,39.0,1345865.0,153.0,95.5,93.6,93.6
E92000001,England,nation,2021-07-02,85_89,869600.0,811281.0,134.0,830572.0,30.0,811281.0,134.0,95.5,93.3,93.3
E92000001,England,nation,2021-07-02,90+,487806.0,445749.0,83.0,458307.0,12.0,445749.0,83.0,94.0,91.4,91.4
E92000001,England,nation,2021-07-01,18_24,5229280.0,791696.0,5295.0,2533444.0,67057.0,791696.0,5295.0,48.5,15.1,15.1
E92000001,England,nation,2021-07-01,25_29,4437652.0,832771.0,5767.0,2414622.0,21853.0,832771.0,5767.0,54.4,18.8,18.8
E92000001,England,nation,2021-07-01,30_34,4744796.0,1066678.0,11784.0,2859901.0,10547.0,1066678.0,11784.0,60.3,22.5,22.5
E92000001,England,nation,2021-07-01,35_39,4552381.0,1270793.0,18348.0,3009238.0,6591.0,1270793.0,18348.0,66.1,27.9,27.9
E92000001,England,nation,2021-07-01,40_44,4121288.0,1796990.0,46572.0,3044412.0,2889.0,1796990.0,46572.0,73.9,43.6,43.6
E92000001,England,nation,2021-07-01,45_49,3996824.0,2355093.0,42539.0,3206061.0,1974.0,2355093.0,42539.0,80.2,58.9,58.9
E92000001,England,nation,2021-07-01,50_54,4224084.0,3388474.0,5254.0,3609241.0,1144.0,3388474.0,5254.0,85.4,80.2,80.2
E92000001,England,nation,2021-07-01,55_59,4075817.0,3414467.0,3396.0,3591584.0,845.0,3414467.0,3396.0,88.1,83.8,83.8
E92000001,England,nation,2021-07-01,60_64,3449874.0,2992065.0,1860.0,3109056.0,437.0,2992065.0,1860.0,90.1,86.7,86.7
E92000001,England,nation,2021-07-01,65_69,2890250.0,2602452.0,893.0,2662921.0,253.0,2602452.0,893.0,92.1,90.0,90.0
E92000001,England,nation,2021-07-01,70_74,2872277.0,2669295.0,512.0,2710976.0,140.0,2669295.0,512.0,94.4,92.9,92.9
E92000001,England,nation,2021-07-01,75_79,2078271.0,1954176.0,313.0,1982666.0,81.0,1954176.0,313.0,95.4,94.0,94.0
E92000001,England,nation,2021-07-01,80_84,1438100.0,1345712.0,232.0,1373379.0,51.0,1345712.0,232.0,95.5,93.6,93.6
E92000001,England,nation,2021-07-01,85_89,869600.0,811147.0,151.0,830542.0,36.0,811147.0,151.0,95.5,93.3,93.3
E92000001,England,nation,2021-07-01,90+,487806.0,445666.0,109.0,458295.0,11.0,445666.0,109.0,94.0,91.4,91.4
E92000001,England,nation,2021-06-30,18_24,5229280.0,786401.0,5565.0,2466387.0,63571.0,786401.0,5565.0,47.2,15.0,15.0
E92000001,England,nation,2021-06-30,25_29,4437652.0,827004.0,5385.0,2392769.0,22767.0,827004.0,5385.0,53.9,18.6,18.6
E92000001,England,nation,2021-06-30,30_34,4744796.0,1054894.0,10659.0,2849354.0,10573.0,1054894.0,10659.0,60.0,22.2,22.2
E92000001,England,nation,2021-06-30,35_39,4552381.0,1252445.0,17318.0,3002647.0,6378.0,1252445.0,17318.0,66.0,27.5,27.5
E92000001,England,nation,2021-06-30,40_44,4121288.0,1750418.0,43975.0,3041523.0,2861.0,1750418.0,43975.0,73.8,42.5,42.5
E92000001,England,nation,2021-06-30,45_49,3996824.0,2312554.0,38309.0,3204087.0,1939.0,2312554.0,38309.0,80.2,57.9,57.9
E92000001,England,nation,2021-06-30,50_54,4224084.0,3383220.0,5332.0,3608097.0,1128.0,3383220.0,5332.0,85.4,80.1,80.1
E92000001,England,nation,2021-06-30,55_59,4075817.0,3411071.0,3443.0,3590739.0,756.0,3411071.0,3443.0,88.1,83.7,83.7
E92000001,England,nation,2021-06-30,60_64,3449874.0,2990205.0,1821.0,3108619.0,456.0,2990205.0,1821.0,90.1,86.7,86.7
E92000001,England,nation,2021-06-30,65_69,2890250.0,2601559.0,930.0,2662668.0,256.0,2601559.0,930.0,92.1,90.0,90.0
E92000001,England,nation,2021-06-30,70_74,2872277.0,2668783.0,493.0,2710836.0,144.0,2668783.0,493.0,94.4,92.9,92.9
E92000001,England,nation,2021-06-30,75_79,2078271.0,1953863.0,294.0,1982585.0,91.0,1953863.0,294.0,95.4,94.0,94.0
E92000001,England,nation,2021-06-30,80_84,1438100.0,1345480.0,206.0,1373328.0,45.0,1345480.0,206.0,95.5,93.6,93.6
E92000001,England,nation,2021-06-30,85_89,869600.0,810996.0,146.0,830506.0,30.0,810996.0,146.0,95.5,93.3,93.3
E92000001,England,nation,2021-06-30,90+,487806.0,445557.0,90.0,458284.0,17.0,445557.0,90.0,94.0,91.3,91.3
E92000001,England,nation,2021-06-29,18_24,5229280.0,780836.0,3987.0,2402816.0,63324.0,780836.0,3987.0,46.0,14.9,14.9
E92000001,England,nation,2021-06-29,25_29,4437652.0,821619.0,3861.0,2370002.0,22312.0,821619.0,3861.0,53.4,18.5,18.5
E92000001,England,nation,2021-06-29,30_34,4744796.0,1044235.0,7562.0,2838781.0,9355.0,1044235.0,7562.0,59.8,22.0,22.0
E92000001,England,nation,2021-06-29,35_39,4552381.0,1235127.0,12271.0,2996269.0,5725.0,1235127.0,12271.0,65.8,27.1,27.1
E92000001,England,nation,2021-06-29,40_44,4121288.0,1706443.0,39910.0,3038662.0,2634.0,1706443.0,39910.0,73.7,41.4,41.4
E92000001,England,nation,2021-06-29,45_49,3996824.0,2274245.0,31201.0,3202148.0,1782.0,2274245.0,31201.0,80.1,56.9,56.9
E92000001,England,nation,2021-06-29,50_54,4224084.0,3377888.0,4960.0,3606969.0,993.0,3377888.0,4960.0,85.4,80.0,80.0
E92000001,England,nation,2021-06-29,55_59,4075817.0,3407628.0,3225.0,3589983.0,693.0,3407628.0,3225.0,88.1,83.6,83.6
E92000001,England,nation,2021-06-29,60_64,3449874.0,2988384.0,1701.0,3108163.0,366.0,2988384.0,1701.0,90.1,86.6,86.6
E92000001,England,nation,2021-06-29,65_69,2890250.0,2600629.0,855.0,2662412.0,217.0,2600629.0,855.0,92.1,90.0,90.0
E92000001,England,nation,2021-06-29,70_74,2872277.0,2668290.0,416.0,2710692.0,135.0,2668290.0,416.0,94.4,92.9,92.9
E92000001,England,nation,2021-06-29,75_79,2078271.0,1953569.0,244.0,1982494.0,57.0,1953569.0,244.0,95.4,94.0,94.0
E92000001,England,nation,2021-06-29,80_84,1438100.0,1345274.0,169.0,1373283.0,45.0,1345274.0,169.0,95.5,93.5,93.5
E92000001,England,nation,2021-06-29,85_89,869600.0,810850.0,129.0,830476.0,28.0,810850.0,129.0,95.5,93.2,93.2
E92000001,England,nation,2021-06-29,90+,487806.0,445467.0,82.0,458267.0,12.0,445467.0,82.0,93.9,91.3,91.3
E92000001,England,nation,2021-06-28,18_24,5229280.0,776849.0,3537.0,2339492.0,55221.0,776849.0,3537.0,44.7,14.9,14.9
E92000001,England,nation,2021-06-28,25_29,4437652.0,817758.0,3358.0,2347690.0,23075.0,817758.0,3358.0,52.9,18.4,18.4
E92000001,England,nation,2021-06-28,30_34,4744796.0,1036673.0,6526.0,2829426.0,7919.0,1036673.0,6526.0,59.6,21.9,21.9
E92000001,England,nation,2021-06-28,35_39,4552381.0,1222856.0,8223.0,2990544.0,4805.0,1222856.0,8223.0,65.7,26.9,26.9
E92000001,England,nation,2021-06-28,40_44,4121288.0,1666533.0,31145.0,3036028.0,2293.0,1666533.0,31145.0,73.7,40.4,40.4
E92000001,England,nation,2021-06-28,45_49,3996824.0,2243044.0,36329.0,3200366.0,1471.0,2243044.0,36329.0,80.1,56.1,56.1
E92000001,England,nation,2021-06-28,50_54,4224084.0,3372928.0,5217.0,3605976.0,783.0,3372928.0,5217.0,85.4,79.8,79.8
E92000001,England,nation,2021-06-28,55_59,4075817.0,3404403.0,3193.0,3589290.0,613.0,3404403.0,3193.0,88.1,83.5,83.5
E92000001,England,nation,2021-06-28,60_64,3449874.0,2986683.0,1581.0,3107797.0,326.0,2986683.0,1581.0,90.1,86.6,86.6
E92000001,England,nation,2021-06-28,65_69,2890250.0,2599774.0,674.0,2662195.0,166.0,2599774.0,674.0,92.1,90.0,90.0
E92000001,England,nation,2021-06-28,70_74,2872277.0,2667874.0,379.0,2710557.0,102.0,2667874.0,379.0,94.4,92.9,92.9
E92000001,England,nation,2021-06-28,75_79,2078271.0,1953325.0,220.0,1982437.0,48.0,1953325.0,220.0,95.4,94.0,94.0
E92000001,England,nation,2021-06-28,80_84,1438100.0,1345105.0,132.0,1373238.0,37.0,1345105.0,132.0,95.5,93.5,93.5
E92000001,England,nation,2021-06-28,85_89,869600.0,810721.0,84.0,830448.0,22.0,810721.0,84.0,95.5,93.2,93.2
E92000001,England,nation,2021-06-28,90+,487806.0,445385.0,81.0,458255.0,12.0,445385.0,81.0,93.9,91.3,91.3
E92000001,England,nation,2021-06-27,18_24,5229280.0,773312.0,3936.0,2284271.0,61643.0,773312.0,3936.0,43.7,14.8,14.8
E92000001,England,nation,2021-06-27,25_29,4437652.0,814400.0,3678.0,2324615.0,28791.0,814400.0,3678.0,52.4,18.4,18.4
E92000001,England,nation,2021-06-27,30_34,4744796.0,1030147.0,8548.0,2821507.0,9733.0,1030147.0,8548.0,59.5,21.7,21.7
E92000001,England,nation,2021-06-27,35_39,4552381.0,1214633.0,11361.0,2985739.0,5784.0,1214633.0,11361.0,65.6,26.7,26.7
E92000001,England,nation,2021-06-27,40_44,4121288.0,1635388.0,28904.0,3033735.0,2833.0,1635388.0,28904.0,73.6,39.7,39.7
E92000001,England,nation,2021-06-27,45_49,3996824.0,2206715.0,30698.0,3198895.0,2013.0,2206715.0,30698.0,80.0,55.2,55.2
E92000001,England,nation,2021-06-27,50_54,4224084.0,3367711.0,4831.0,3605193.0,1068.0,3367711.0,4831.0,85.3,79.7,79.7
E92000001,England,nation,2021-06-27,55_59,4075817.0,3401210.0,2979.0,3588677.0,715.0,3401210.0,2979.0,88.0,83.5,83.5
E92000001,England,nation,2021-06-27,60_64,3449874.0,2985102.0,1286.0,3107471.0,390.0,2985102.0,1286.0,90.1,86.5,86.5
E92000001,England,nation,2021-06-27,65_69,2890250.0,2599100.0,540.0,2662029.0,209.0,2599100.0,540.0,92.1,89.9,89.9
E92000001,England,nation,2021-06-27,70_74,2872277.0,2667495.0,241.0,2710455.0,87.0,2667495.0,241.0,94.4,92.9,92.9
E92000001,England,nation,2021-06-27,75_79,2078271.0,1953105.0,125.0,1982389.0,47.0,1953105.0,125.0,95.4,94.0,94.0
E92000001,England,nation,2021-06-27,80_84,1438100.0,1344973.0,74.0,1373201.0,32.0,1344973.0,74.0,95.5,93.5,93.5
E92000001,England,nation,2021-06-27,85_89,869600.0,810637.0,43.0,830426.0,9.0,810637.0,43.0,95.5,93.2,93.2
E92000001,England,nation,2021-06-27,90+,487806.0,445304.0,31.0,458243.0,3.0,445304.0,31.0,93.9,91.3,91.3
E92000001,England,nation,2021-06-26,18_24,5229280.0,769376.0,7038.0,2222628.0,108355.0,769376.0,7038.0,42.5,14.7,14.7
