areaCode,areaName,areaType,date,age,rate,value
E92000001,England,nation,2021-05-03,6_to_17,34.7,2790
E92000001,England,nation,2021-05-03,0_to_5,70.9,2828
E92000001,England,nation,2021-05-03,85+,5954.3,83185
E92000001,England,nation,2021-05-03,65_to_84,1827.0,163638
E92000001,England,nation,2021-05-02,18_to_64,415.6,140913
E92000001,England,nation,2021-05-02,6_to_17,34.7,2787
E92000001,England,nation,2021-05-02,0_to_5,70.7,2823
E92000001,England,nation,2021-05-02,85+,5953.8,83177
E92000001,England,nation,2021-05-02,65_to_84,1826.7,163608
E92000001,England,nation,2021-05-01,18_to_64,415.4,140865
E92000001,England,nation,2021-05-01,6_to_17,34.7,2784
E92000001,England,nation,2021-05-01,0_to_5,70.7,2821
E92000001,England,nation,2021-05-01,85+,5952.6,83161
E92000001,England,nation,2021-05-01,65_to_84,1826.4,163585
E92000001,England,nation,2021-04-30,18_to_64,415.3,140828
E92000001,England,nation,2021-04-30,6_to_17,34.6,2782
E92000001,England,nation,2021-04-30,0_to_5,70.7,2820
E92000001,England,nation,2021-04-30,85+,5951.9,83151
E92000001,England,nation,2021-04-30,65_to_84,1826.2,163567
E92000001,England,nation,2021-04-29,18_to_64,415.2,140789
E92000001,England,nation,2021-04-29,6_to_17,34.6,2780
E92000001,England,nation,2021-04-29,0_to_5,70.6,2816
E92000001,England,nation,2021-04-29,85+,5951.0,83138
E92000001,England,nation,2021-04-29,65_to_84,1825.9,163543
E92000001,England,nation,2021-04-28,18_to_64,415.0,140741
E92000001,England,nation,2021-04-28,6_to_17,34.6,2779
E92000001,England,nation,2021-04-28,0_to_5,70.5,2814
E92000001,England,nation,2021-04-28,85+,5950.3,83129
E92000001,England,nation,2021-04-28,65_to_84,1825.7,163523
E92000001,England,nation,2021-04-27,18_to_64,414.9,140696
E92000001,England,nation,2021-04-27,6_to_17,34.6,2777
E92000001,England,nation,2021-04-27,0_to_5,70.5,2812
E92000001,England,nation,2021-04-27,85+,5949.6,83119
E92000001,England,nation,2021-04-27,65_to_84,1825.4,163493
E92000001,England,nation,2021-04-26,18_to_64,414.7,140638
E92000001,England,nation,2021-04-26,6_to_17,34.5,2769
E92000001,England,nation,2021-04-26,0_to_5,70.4,2810
E92000001,England,nation,2021-04-26,85+,5948.2,83099
E92000001,England,nation,2021-04-26,65_to_84,1824.9,163453
E92000001,England,nation,2021-04-25,18_to_64,414.6,140592
E92000001,England,nation,2021-04-25,6_to_17,34.4,2766
E92000001,England,nation,2021-04-25,0_to_5,70.4,2809
E92000001,England,nation,2021-04-25,85+,5947.2,83085
E92000001,England,nation,2021-04-25,65_to_84,1824.4,163409
E92000001,England,nation,2021-04-24,18_to_64,414.5,140545
E92000001,England,nation,2021-04-24,6_to_17,34.4,2765
E92000001,England,nation,2021-04-24,0_to_5,70.3,2807
E92000001,England,nation,2021-04-24,85+,5945.6,83063
E92000001,England,nation,2021-04-24,65_to_84,1824.0,163374
E92000001,England,nation,2021-04-23,18_to_64,414.3,140500
E92000001,England,nation,2021-04-23,6_to_17,34.4,2762
E92000001,England,nation,2021-04-23,0_to_5,70.3,2805
E92000001,England,nation,2021-04-23,85+,5944.5,83047
E92000001,England,nation,2021-04-23,65_to_84,1823.7,163341
E92000001,England,nation,2021-04-22,18_to_64,414.2,140441
E92000001,England,nation,2021-04-22,6_to_17,34.3,2759
E92000001,England,nation,2021-04-22,0_to_5,70.2,2802
E92000001,England,nation,2021-04-22,85+,5943.4,83032
E92000001,England,nation,2021-04-22,65_to_84,1823.2,163297
E92000001,England,nation,2021-04-21,18_to_64,414.0,140400
E92000001,England,nation,2021-04-21,6_to_17,34.3,2756
E92000001,England,nation,2021-04-21,0_to_5,70.2,2801
E92000001,England,nation,2021-04-21,85+,5942.2,83016
E92000001,England,nation,2021-04-21,65_to_84,1822.8,163266
E92000001,England,nation,2021-04-20,18_to_64,413.9,140341
E92000001,England,nation,2021-04-20,6_to_17,34.3,2755
E92000001,England,nation,2021-04-20,0_to_5,70.1,2799
E92000001,England,nation,2021-04-20,85+,5940.8,82996
E92000001,England,nation,2021-04-20,65_to_84,1822.4,163222
E92000001,England,nation,2021-04-19,18_to_64,413.7,140295
E92000001,England,nation,2021-04-19,6_to_17,34.3,2754
E92000001,England,nation,2021-04-19,0_to_5,70.1,2798
E92000001,England,nation,2021-04-19,85+,5939.8,82982
E92000001,England,nation,2021-04-19,65_to_84,1822.0,163186
E92000001,England,nation,2021-04-18,18_to_64,413.6,140234
E92000001,England,nation,2021-04-18,6_to_17,34.2,2751
E92000001,England,nation,2021-04-18,0_to_5,70.1,2797
E92000001,England,nation,2021-04-18,85+,5938.7,82966
E92000001,England,nation,2021-04-18,65_to_84,1821.3,163129
E92000001,England,nation,2021-04-17,18_to_64,413.4,140180
E92000001,England,nation,2021-04-17,6_to_17,34.2,2750
E92000001,England,nation,2021-04-17,0_to_5,70.1,2796
E92000001,England,nation,2021-04-17,85+,5937.3,82947
E92000001,England,nation,2021-04-17,65_to_84,1820.9,163092
E92000001,England,nation,2021-04-16,18_to_64,413.2,140116
E92000001,England,nation,2021-04-16,6_to_17,34.2,2749
E92000001,England,nation,2021-04-16,0_to_5,70.0,2793
E92000001,England,nation,2021-04-16,85+,5935.6,82923
E92000001,England,nation,2021-04-16,65_to_84,1820.4,163049
E92000001,England,nation,2021-04-15,18_to_64,413.0,140054
E92000001,England,nation,2021-04-15,6_to_17,34.2,2748
E92000001,England,nation,2021-04-15,0_to_5,69.9,2791
E92000001,England,nation,2021-04-15,85+,5934.3,82905
E92000001,England,nation,2021-04-15,65_to_84,1820.0,163014
E92000001,England,nation,2021-04-14,18_to_64,412.8,139993
E92000001,England,nation,2021-04-14,6_to_17,34.2,2746
E92000001,England,nation,2021-04-14,0_to_5,69.9,2789
E92000001,England,nation,2021-04-14,85+,5933.1,82889
E92000001,England,nation,2021-04-14,65_to_84,1819.5,162968
E92000001,England,nation,2021-04-13,18_to_64,412.6,139916
E92000001,England,nation,2021-04-13,6_to_17,34.1,2742
E92000001,England,nation,2021-04-13,0_to_5,69.8,2784
E92000001,England,nation,2021-04-13,85+,5931.1,82861
E92000001,England,nation,2021-04-13,65_to_84,1819.0,162926
E92000001,England,nation,2021-04-12,18_to_64,412.4,139836
E92000001,England,nation,2021-04-12,6_to_17,34.1,2741
E92000001,England,nation,2021-04-12,0_to_5,69.8,2784
E92000001,England,nation,2021-04-12,85+,5929.3,82836
E92000001,England,nation,2021-04-12,65_to_84,1818.5,162879
E92000001,England,nation,2021-04-11,18_to_64,412.1,139753
E92000001,England,nation,2021-04-11,6_to_17,34.1,2737
E92000001,England,nation,2021-04-11,0_to_5,69.7,2781
E92000001,England,nation,2021-04-11,85+,5928.1,82818
E92000001,England,nation,2021-04-11,65_to_84,1817.8,162814
E92000001,England,nation,2021-04-10,18_to_64,411.9,139661
E92000001,England,nation,2021-04-10,6_to_17,34.0,2733
E92000001,England,nation,2021-04-10,0_to_5,69.6,2778
E92000001,England,nation,2021-04-10,85+,5925.9,82788
E92000001,England,nation,2021-04-10,65_to_84,1817.3,162768
E92000001,England,nation,2021-04-09,18_to_64,411.7,139590
E92000001,England,nation,2021-04-09,6_to_17,34.0,2731
E92000001,England,nation,2021-04-09,0_to_5,69.5,2775
E92000001,England,nation,2021-04-09,85+,5924.2,82764
E92000001,England,nation,2021-04-09,65_to_84,1816.7,162717
E92000001,England,nation,2021-04-08,18_to_64,411.4,139512
E92000001,England,nation,2021-04-08,6_to_17,33.9,2727
E92000001,England,nation,2021-04-08,0_to_5,69.5,2773
E92000001,England,nation,2021-04-08,85+,5922.9,82746
E92000001,England,nation,2021-04-08,65_to_84,1816.0,162652
E92000001,England,nation,2021-04-07,18_to_64,411.1,139419
E92000001,England,nation,2021-04-07,6_to_17,33.9,2722
E92000001,England,nation,2021-04-07,0_to_5,69.4,2771
E92000001,England,nation,2021-04-07,85+,5921.5,82726
E92000001,England,nation,2021-04-07,65_to_84,1815.5,162606
E92000001,England,nation,2021-04-06,18_to_64,410.9,139329
E92000001,England,nation,2021-04-06,6_to_17,33.8,2717
E92000001,England,nation,2021-04-06,0_to_5,69.4,2769
E92000001,England,nation,2021-04-06,85+,5919.0,82692
E92000001,England,nation,2021-04-06,65_to_84,1814.8,162548
E92000001,England,nation,2021-04-05,18_to_64,410.6,139223
E92000001,England,nation,2021-04-05,6_to_17,33.8,2714
E92000001,England,nation,2021-04-05,0_to_5,69.4,2769
E92000001,England,nation,2021-04-05,85+,5917.2,82666
E92000001,England,nation,2021-04-05,65_to_84,1814.3,162500
E92000001,England,nation,2021-04-04,18_to_64,410.3,139136
E92000001,England,nation,2021-04-04,6_to_17,33.7,2705
E92000001,England,nation,2021-04-04,0_to_5,69.3,2765
E92000001,England,nation,2021-04-04,85+,5915.2,82639
E92000001,England,nation,2021-04-04,65_to_84,1813.6,162439
E92000001,England,nation,2021-04-03,18_to_64,410.1,139057
E92000001,England,nation,2021-04-03,6_to_17,33.6,2702
E92000001,England,nation,2021-04-03,0_to_5,69.2,2762
E92000001,England,nation,2021-04-03,85+,5913.4,82613
E92000001,England,nation,2021-04-03,65_to_84,1813.1,162394
E92000001,England,nation,2021-04-02,18_to_64,409.8,138973
E92000001,England,nation,2021-04-02,6_to_17,33.6,2697
E92000001,England,nation,2021-04-02,0_to_5,69.2,2760
E92000001,England,nation,2021-04-02,85+,5911.4,82585
E92000001,England,nation,2021-04-02,65_to_84,1812.4,162334
E92000001,England,nation,2021-04-01,18_to_64,409.6,138892
E92000001,England,nation,2021-04-01,6_to_17,33.6,2696
E92000001,England,nation,2021-04-01,0_to_5,69.0,2754
E92000001,England,nation,2021-04-01,85+,5909.0,82552
E92000001,England,nation,2021-04-01,65_to_84,1811.8,162277
E92000001,England,nation,2021-03-31,18_to_64,409.3,138807
E92000001,England,nation,2021-03-31,6_to_17,33.5,2694
E92000001,England,nation,2021-03-31,0_to_5,68.9,2750
E92000001,England,nation,2021-03-31,85+,5907.4,82529
E92000001,England,nation,2021-03-31,65_to_84,1811.1,162211
E92000001,England,nation,2021-03-30,18_to_64,409.0,138698
E92000001,England,nation,2021-03-30,6_to_17,33.5,2689
E92000001,England,nation,2021-03-30,0_to_5,68.8,2744
E92000001,England,nation,2021-03-30,85+,5904.7,82491
E92000001,England,nation,2021-03-30,65_to_84,1810.3,162144
E92000001,England,nation,2021-03-29,18_to_64,408.7,138591
E92000001,England,nation,2021-03-29,6_to_17,33.4,2682
E92000001,England,nation,2021-03-29,0_to_5,68.6,2739
E92000001,England,nation,2021-03-29,85+,5902.4,82460
E92000001,England,nation,2021-03-29,65_to_84,1809.6,162077
E92000001,England,nation,2021-03-28,18_to_64,408.4,138489
E92000001,England,nation,2021-03-28,6_to_17,33.3,2677
E92000001,England,nation,2021-03-28,0_to_5,68.6,2737
E92000001,England,nation,2021-03-28,85+,5900.4,82432
E92000001,England,nation,2021-03-28,65_to_84,1808.8,162008
E92000001,England,nation,2021-03-27,18_to_64,408.1,138389
E92000001,England,nation,2021-03-27,6_to_17,33.3,2673
E92000001,England,nation,2021-03-27,0_to_5,68.5,2734
E92000001,England,nation,2021-03-27,85+,5897.7,82394
E92000001,England,nation,2021-03-27,65_to_84,1807.9,161932
E92000001,England,nation,2021-03-26,18_to_64,407.8,138290
E92000001,England,nation,2021-03-26,6_to_17,33.2,2668
E92000001,England,nation,2021-03-26,0_to_5,68.5,2733
E92000001,England,nation,2021-03-26,85+,5895.1,82358
E92000001,England,nation,2021-03-26,65_to_84,1807.1,161857
E92000001,England,nation,2021-03-25,18_to_64,407.5,138181
E92000001,England,nation,2021-03-25,6_to_17,33.1,2660
E92000001,England,nation,2021-03-25,0_to_5,68.4,2728
E92000001,England,nation,2021-03-25,85+,5892.8,82325
E92000001,England,nation,2021-03-25,65_to_84,1806.1,161767
E92000001,England,nation,2021-03-24,18_to_64,407.1,138049
E92000001,England,nation,2021-03-24,6_to_17,33.0,2654
E92000001,England,nation,2021-03-24,0_to_5,68.3,2724
E92000001,England,nation,2021-03-24,85+,5889.3,82276
E92000001,England,nation,2021-03-24,65_to_84,1805.0,161670
E92000001,England,nation,2021-03-23,18_to_64,406.7,137917
E92000001,England,nation,2021-03-23,6_to_17,33.0,2651
E92000001,England,nation,2021-03-23,0_to_5,68.2,2720
E92000001,England,nation,2021-03-23,85+,5886.0,82231
E92000001,England,nation,2021-03-23,65_to_84,1804.0,161579
E92000001,England,nation,2021-03-22,18_to_64,406.3,137779
E92000001,England,nation,2021-03-22,6_to_17,32.9,2644
E92000001,England,nation,2021-03-22,0_to_5,68.0,2713
E92000001,England,nation,2021-03-22,85+,5881.2,82164
E92000001,England,nation,2021-03-22,65_to_84,1803.2,161505
E92000001,England,nation,2021-03-21,18_to_64,405.9,137647
E92000001,England,nation,2021-03-21,6_to_17,32.8,2638
E92000001,England,nation,2021-03-21,0_to_5,67.8,2707
E92000001,England,nation,2021-03-21,85+,5877.9,82117
E92000001,England,nation,2021-03-21,65_to_84,1802.0,161402
E92000001,England,nation,2021-03-20,18_to_64,405.5,137513
E92000001,England,nation,2021-03-20,6_to_17,32.8,2636
E92000001,England,nation,2021-03-20,0_to_5,67.7,2700
E92000001,England,nation,2021-03-20,85+,5874.3,82067
E92000001,England,nation,2021-03-20,65_to_84,1801.1,161316
E92000001,England,nation,2021-03-19,18_to_64,405.2,137387
E92000001,England,nation,2021-03-19,6_to_17,32.7,2630
E92000001,England,nation,2021-03-19,0_to_5,67.5,2692
E92000001,England,nation,2021-03-19,85+,5870.4,82012
E92000001,England,nation,2021-03-19,65_to_84,1800.0,161224
E92000001,England,nation,2021-03-18,18_to_64,404.7,137249
E92000001,England,nation,2021-03-18,6_to_17,32.7,2625
E92000001,England,nation,2021-03-18,0_to_5,67.4,2688
E92000001,England,nation,2021-03-18,85+,5866.9,81963
E92000001,England,nation,2021-03-18,65_to_84,1799.1,161137
E92000001,England,nation,2021-03-17,18_to_64,404.3,137086
E92000001,England,nation,2021-03-17,6_to_17,32.6,2618
E92000001,England,nation,2021-03-17,0_to_5,67.3,2687
E92000001,England,nation,2021-03-17,85+,5862.9,81908
E92000001,England,nation,2021-03-17,65_to_84,1797.7,161012
E92000001,England,nation,2021-03-16,18_to_64,403.8,136927
E92000001,England,nation,2021-03-16,6_to_17,32.6,2615
E92000001,England,nation,2021-03-16,0_to_5,67.3,2685
E92000001,England,nation,2021-03-16,85+,5859.8,81864
E92000001,England,nation,2021-03-16,65_to_84,1796.2,160878
E92000001,England,nation,2021-03-15,18_to_64,403.3,136762
E92000001,England,nation,2021-03-15,6_to_17,32.5,2612
E92000001,England,nation,2021-03-15,0_to_5,67.2,2681
E92000001,England,nation,2021-03-15,85+,5854.5,81790
E92000001,England,nation,2021-03-15,65_to_84,1794.9,160760
E92000001,England,nation,2021-03-14,18_to_64,402.7,136569
E92000001,England,nation,2021-03-14,6_to_17,32.4,2604
E92000001,England,nation,2021-03-14,0_to_5,67.1,2676
E92000001,England,nation,2021-03-14,85+,5849.7,81723
E92000001,England,nation,2021-03-14,65_to_84,1793.1,160604
E92000001,England,nation,2021-03-13,18_to_64,402.3,136405
E92000001,England,nation,2021-03-13,6_to_17,32.3,2595
E92000001,England,nation,2021-03-13,0_to_5,66.9,2671
E92000001,England,nation,2021-03-13,85+,5845.0,81658
E92000001,England,nation,2021-03-13,65_to_84,1791.9,160493
E92000001,England,nation,2021-03-12,18_to_64,401.7,136216
E92000001,England,nation,2021-03-12,6_to_17,32.3,2592
E92000001,England,nation,2021-03-12,0_to_5,66.9,2669
E92000001,England,nation,2021-03-12,85+,5840.6,81596
E92000001,England,nation,2021-03-12,65_to_84,1790.4,160364
E92000001,England,nation,2021-03-11,18_to_64,401.1,136023
E92000001,England,nation,2021-03-11,6_to_17,32.2,2587
E92000001,England,nation,2021-03-11,0_to_5,66.8,2666
E92000001,England,nation,2021-03-11,85+,5835.1,81519
E92000001,England,nation,2021-03-11,65_to_84,1789.2,160256
E92000001,England,nation,2021-03-10,18_to_64,400.5,135810
E92000001,England,nation,2021-03-10,6_to_17,32.2,2584
E92000001,England,nation,2021-03-10,0_to_5,66.6,2659
E92000001,England,nation,2021-03-10,85+,5829.7,81444
E92000001,England,nation,2021-03-10,65_to_84,1787.6,160105
E92000001,England,nation,2021-03-09,18_to_64,399.8,135585
E92000001,England,nation,2021-03-09,6_to_17,32.1,2581
E92000001,England,nation,2021-03-09,0_to_5,66.4,2648
E92000001,England,nation,2021-03-09,85+,5822.8,81347
E92000001,England,nation,2021-03-09,65_to_84,1785.8,159947
E92000001,England,nation,2021-03-08,18_to_64,399.3,135392
E92000001,England,nation,2021-03-08,6_to_17,32.0,2574
E92000001,England,nation,2021-03-08,0_to_5,66.1,2638
E92000001,England,nation,2021-03-08,85+,5815.9,81251
E92000001,England,nation,2021-03-08,65_to_84,1783.8,159770
E92000001,England,nation,2021-03-07,18_to_64,398.5,135145
E92000001,England,nation,2021-03-07,6_to_17,32.0,2567
E92000001,England,nation,2021-03-07,0_to_5,66.0,2632
E92000001,England,nation,2021-03-07,85+,5811.1,81184
E92000001,England,nation,2021-03-07,65_to_84,1781.9,159596
E92000001,England,nation,2021-03-06,18_to_64,397.9,134923
E92000001,England,nation,2021-03-06,6_to_17,31.9,2565
E92000001,England,nation,2021-03-06,0_to_5,65.9,2628
E92000001,England,nation,2021-03-06,85+,5805.1,81100
E92000001,England,nation,2021-03-06,65_to_84,1780.2,159447
E92000001,England,nation,2021-03-05,18_to_64,397.2,134700
E92000001,England,nation,2021-03-05,6_to_17,31.9,2562
E92000001,England,nation,2021-03-05,0_to_5,65.7,2621
E92000001,England,nation,2021-03-05,85+,5796.9,80985
E92000001,England,nation,2021-03-05,65_to_84,1778.2,159267
E92000001,England,nation,2021-03-04,18_to_64,396.6,134474
E92000001,England,nation,2021-03-04,6_to_17,31.8,2554
E92000001,England,nation,2021-03-04,0_to_5,65.6,2617
E92000001,England,nation,2021-03-04,85+,5790.4,80895
E92000001,England,nation,2021-03-04,65_to_84,1776.4,159108
E92000001,England,nation,2021-03-03,18_to_64,395.8,134209
E92000001,England,nation,2021-03-03,6_to_17,31.7,2548
E92000001,England,nation,2021-03-03,0_to_5,65.4,2610
E92000001,England,nation,2021-03-03,85+,5782.6,80786
E92000001,England,nation,2021-03-03,65_to_84,1774.1,158899
E92000001,England,nation,2021-03-02,18_to_64,395.0,133941
E92000001,England,nation,2021-03-02,6_to_17,31.6,2540
E92000001,England,nation,2021-03-02,0_to_5,65.2,2601
E92000001,England,nation,2021-03-02,85+,5774.7,80675
E92000001,England,nation,2021-03-02,65_to_84,1771.7,158688
E92000001,England,nation,2021-03-01,18_to_64,394.1,133653
E92000001,England,nation,2021-03-01,6_to_17,31.5,2529
E92000001,England,nation,2021-03-01,0_to_5,65.0,2595
E92000001,England,nation,2021-03-01,85+,5766.3,80558
E92000001,England,nation,2021-03-01,65_to_84,1768.8,158427
E92000001,England,nation,2021-02-28,18_to_64,393.2,133331
E92000001,England,nation,2021-02-28,6_to_17,31.4,2522
E92000001,England,nation,2021-02-28,0_to_5,64.9,2591
E92000001,England,nation,2021-02-28,85+,5758.1,80443
E92000001,England,nation,2021-02-28,65_to_84,1766.0,158171
E92000001,England,nation,2021-02-27,18_to_64,392.3,133037
E92000001,England,nation,2021-02-27,6_to_17,31.2,2509
E92000001,England,nation,2021-02-27,0_to_5,64.8,2587
E92000001,England,nation,2021-02-27,85+,5750.0,80331
E92000001,England,nation,2021-02-27,65_to_84,1763.3,157932
E92000001,England,nation,2021-02-26,18_to_64,391.5,132758
E92000001,England,nation,2021-02-26,6_to_17,31.2,2508
E92000001,England,nation,2021-02-26,0_to_5,64.8,2585
E92000001,England,nation,2021-02-26,85+,5741.9,80217
E92000001,England,nation,2021-02-26,65_to_84,1760.7,157704
E92000001,England,nation,2021-02-25,18_to_64,390.6,132455
E92000001,England,nation,2021-02-25,6_to_17,31.1,2501
E92000001,England,nation,2021-02-25,0_to_5,64.5,2575
E92000001,England,nation,2021-02-25,85+,5731.9,80078
E92000001,England,nation,2021-02-25,65_to_84,1757.9,157445
E92000001,England,nation,2021-02-24,18_to_64,389.5,132071
E92000001,England,nation,2021-02-24,6_to_17,31.0,2492
E92000001,England,nation,2021-02-24,0_to_5,64.2,2564
E92000001,England,nation,2021-02-24,85+,5721.8,79936
E92000001,England,nation,2021-02-24,65_to_84,1754.7,157159
E92000001,England,nation,2021-02-23,18_to_64,388.3,131678
E92000001,England,nation,2021-02-23,6_to_17,31.0,2488
E92000001,England,nation,2021-02-23,0_to_5,64.0,2554
E92000001,England,nation,2021-02-23,85+,5711.0,79785
E92000001,England,nation,2021-02-23,65_to_84,1751.1,156843
E92000001,England,nation,2021-02-22,18_to_64,387.0,131229
E92000001,England,nation,2021-02-22,6_to_17,30.8,2477
E92000001,England,nation,2021-02-22,0_to_5,63.6,2540
E92000001,England,nation,2021-02-22,85+,5700.3,79636
E92000001,England,nation,2021-02-22,65_to_84,1747.2,156490
E92000001,England,nation,2021-02-21,18_to_64,385.7,130794
E92000001,England,nation,2021-02-21,6_to_17,30.7,2464
E92000001,England,nation,2021-02-21,0_to_5,63.4,2532
E92000001,England,nation,2021-02-21,85+,5689.9,79491
E92000001,England,nation,2021-02-21,65_to_84,1743.1,156125
E92000001,England,nation,2021-02-20,18_to_64,384.4,130365
E92000001,England,nation,2021-02-20,6_to_17,30.6,2459
E92000001,England,nation,2021-02-20,0_to_5,63.1,2519
E92000001,England,nation,2021-02-20,85+,5676.5,79304
E92000001,England,nation,2021-02-20,65_to_84,1739.0,155754
E92000001,England,nation,2021-02-19,18_to_64,383.3,129971
E92000001,England,nation,2021-02-19,6_to_17,30.5,2451
E92000001,England,nation,2021-02-19,0_to_5,62.9,2510
E92000001,England,nation,2021-02-19,85+,5664.6,79137
E92000001,England,nation,2021-02-19,65_to_84,1735.4,155435
E92000001,England,nation,2021-02-18,18_to_64,382.0,129536
E92000001,England,nation,2021-02-18,6_to_17,30.4,2442
E92000001,England,nation,2021-02-18,0_to_5,62.6,2497
E92000001,England,nation,2021-02-18,85+,5650.7,78943
E92000001,England,nation,2021-02-18,65_to_84,1730.8,155018
E92000001,England,nation,2021-02-17,18_to_64,380.6,129073
E92000001,England,nation,2021-02-17,6_to_17,30.3,2436
E92000001,England,nation,2021-02-17,0_to_5,62.4,2490
E92000001,England,nation,2021-02-17,85+,5635.8,78735
E92000001,England,nation,2021-02-17,65_to_84,1725.6,154553
E92000001,England,nation,2021-02-16,18_to_64,379.1,128566
E92000001,England,nation,2021-02-16,6_to_17,30.2,2426
E92000001,England,nation,2021-02-16,0_to_5,62.2,2484
E92000001,England,nation,2021-02-16,85+,5618.9,78499
E92000001,England,nation,2021-02-16,65_to_84,1720.3,154079
E92000001,England,nation,2021-02-15,18_to_64,377.6,128026
E92000001,England,nation,2021-02-15,6_to_17,30.1,2414
E92000001,England,nation,2021-02-15,0_to_5,62.1,2477
E92000001,England,nation,2021-02-15,85+,5601.8,78260
E92000001,England,nation,2021-02-15,65_to_84,1714.5,153566
E92000001,England,nation,2021-02-14,18_to_64,376.0,127512
E92000001,England,nation,2021-02-14,6_to_17,30.0,2408
E92000001,England,nation,2021-02-14,0_to_5,61.7,2463
E92000001,England,nation,2021-02-14,85+,5583.2,78000
E92000001,England,nation,2021-02-14,65_to_84,1708.6,153038
E92000001,England,nation,2021-02-13,18_to_64,374.4,126953
E92000001,England,nation,2021-02-13,6_to_17,29.8,2397
E92000001,England,nation,2021-02-13,0_to_5,61.4,2449
E92000001,England,nation,2021-02-13,85+,5564.3,77736
E92000001,England,nation,2021-02-13,65_to_84,1702.9,152522
E92000001,England,nation,2021-02-12,18_to_64,372.9,126444
E92000001,England,nation,2021-02-12,6_to_17,29.7,2388
E92000001,England,nation,2021-02-12,0_to_5,61.1,2440
E92000001,England,nation,2021-02-12,85+,5545.9,77479
E92000001,England,nation,2021-02-12,65_to_84,1697.8,152066
E92000001,England,nation,2021-02-11,18_to_64,371.3,125921
E92000001,England,nation,2021-02-11,6_to_17,29.7,2382
E92000001,England,nation,2021-02-11,0_to_5,61.0,2433
E92000001,England,nation,2021-02-11,85+,5530.6,77265
E92000001,England,nation,2021-02-11,65_to_84,1691.5,151498
E92000001,England,nation,2021-02-10,18_to_64,369.6,125335
E92000001,England,nation,2021-02-10,6_to_17,29.5,2372
E92000001,England,nation,2021-02-10,0_to_5,60.6,2417
E92000001,England,nation,2021-02-10,85+,5509.2,76966
E92000001,England,nation,2021-02-10,65_to_84,1685.5,150969
E92000001,England,nation,2021-02-09,18_to_64,367.9,124756
E92000001,England,nation,2021-02-09,6_to_17,29.4,2362
E92000001,England,nation,2021-02-09,0_to_5,60.1,2400
E92000001,England,nation,2021-02-09,85+,5487.6,76665
E92000001,England,nation,2021-02-09,65_to_84,1678.5,150341
E92000001,England,nation,2021-02-08,18_to_64,366.1,124158
E92000001,England,nation,2021-02-08,6_to_17,29.3,2354
E92000001,England,nation,2021-02-08,0_to_5,59.9,2389
E92000001,England,nation,2021-02-08,85+,5466.4,76369
E92000001,England,nation,2021-02-08,65_to_84,1671.6,149723
E92000001,England,nation,2021-02-07,18_to_64,364.1,123468
E92000001,England,nation,2021-02-07,6_to_17,29.1,2335
E92000001,England,nation,2021-02-07,0_to_5,59.4,2372
E92000001,England,nation,2021-02-07,85+,5443.3,76045
E92000001,England,nation,2021-02-07,65_to_84,1664.0,149038
E92000001,England,nation,2021-02-06,18_to_64,362.1,122794
E92000001,England,nation,2021-02-06,6_to_17,29.0,2327
E92000001,England,nation,2021-02-06,0_to_5,59.0,2355
E92000001,England,nation,2021-02-06,85+,5418.3,75696
E92000001,England,nation,2021-02-06,65_to_84,1657.0,148416
E92000001,England,nation,2021-02-05,18_to_64,360.2,122147
E92000001,England,nation,2021-02-05,6_to_17,28.8,2316
E92000001,England,nation,2021-02-05,0_to_5,58.9,2352
E92000001,England,nation,2021-02-05,85+,5392.0,75329
E92000001,England,nation,2021-02-05,65_to_84,1649.8,147765
E92000001,England,nation,2021-02-04,18_to_64,358.2,121453
E92000001,England,nation,2021-02-04,6_to_17,28.6,2301
E92000001,England,nation,2021-02-04,0_to_5,58.6,2340
E92000001,England,nation,2021-02-04,85+,5367.4,74986
E92000001,England,nation,2021-02-04,65_to_84,1642.1,147073
E92000001,England,nation,2021-02-03,18_to_64,356.0,120722
E92000001,England,nation,2021-02-03,6_to_17,28.5,2286
E92000001,England,nation,2021-02-03,0_to_5,58.3,2328
E92000001,England,nation,2021-02-03,85+,5340.5,74609
E92000001,England,nation,2021-02-03,65_to_84,1633.4,146302
E92000001,England,nation,2021-02-02,18_to_64,353.8,119956
E92000001,England,nation,2021-02-02,6_to_17,28.2,2268
E92000001,England,nation,2021-02-02,0_to_5,58.1,2317
E92000001,England,nation,2021-02-02,85+,5309.0,74170
E92000001,England,nation,2021-02-02,65_to_84,1623.8,145440
E92000001,England,nation,2021-02-01,18_to_64,351.5,119178
E92000001,England,nation,2021-02-01,6_to_17,28.0,2252
E92000001,England,nation,2021-02-01,0_to_5,57.5,2294
E92000001,England,nation,2021-02-01,85+,5276.3,73713
E92000001,England,nation,2021-02-01,65_to_84,1613.2,144492
E92000001,England,nation,2021-01-31,18_to_64,348.7,118253
E92000001,England,nation,2021-01-31,6_to_17,27.7,2228
E92000001,England,nation,2021-01-31,0_to_5,57.0,2274
E92000001,England,nation,2021-01-31,85+,5243.7,73257
E92000001,England,nation,2021-01-31,65_to_84,1602.9,143570
E92000001,England,nation,2021-01-30,18_to_64,346.3,117432
E92000001,England,nation,2021-01-30,6_to_17,27.5,2212
E92000001,England,nation,2021-01-30,0_to_5,56.7,2261
E92000001,England,nation,2021-01-30,85+,5213.3,72832
E92000001,England,nation,2021-01-30,65_to_84,1592.8,142662
